Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1371,US-2015-103471,24/12/2015,28/12/2015,Standard Class,JR-15670,Jim rAdforD,coNsUmEr,UnitEd stvTEs,cOlOradO spRINnS,CoLdraDo,80906,EEST,OFF-AR-10003405,OFfiLE SupPlIeS,prt,"dKXON My FIRsT tiCoNDEqOGa wEncIL, #2",14.04,3,0.2,1.5795
1372,CA-2017-136672,07/03/2017,12/03/2017,Standard Class,MG-17890,mICHaEl ghAnLuND,HVMe OFFicE,UNITED STatEa,CLINtIn,MAMYlAND,20735,EazT,TEC-AC-10004510,tECHnOlTgY,ACCeSsOried,lEgItECH DESkTOP MKQ20 moUSEEAND OeYbOaRd COMbo,49.08,3,0,4.908
1373,US-2014-157021,01/04/2014,06/04/2014,Second Class,KM-16720,KunsT miLEER,cONsNmER,unITed LTaTeS,Valldjo,CAliFoRaIA,94591,wESt,OFF-LA-10002312,oIFICe SuPPLIES,LObelS,aDeRy 490,29.6,2,0,14.8
1374,US-2014-157021,01/04/2014,06/04/2014,Second Class,KM-16720,KuNst ViLLER,COKsumER,UnIteDOSTAtEs,vALdejO,cALafoRNia,94591,WeSa,OFF-BI-10000042,OffiCe qUppliES,bicDeRs,"PRESSbOArdwDAta brNDER, CrIMSOW, 12"" xJ8 1/2""",17.088,4,0.2,5.5536
1375,CA-2015-120362,14/09/2015,19/09/2015,Standard Class,CA-12265,ChriSTina agdeRSOn,CoRSumER,UNiTeD sbatEs,PRovC,UtAW,84604,WTsT,FUR-TA-10003008,FhrnITUrE,TAyLES,"lESNotrOUND BaCk COLleCwiOn cOFFEE TmblE, Snd TaBLe",912.75,5,0,118.6575
1376,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,ValERiE domINgUXz,coNsimEr,uNiTvD StATEs,PlEaKANt GROVE,otaH,84062,wezt,OFF-AP-10003590,oFJice sUpplIEs,WpplIANCES,hooveR WINDtunVELOPLus sANISTEr VaCUUM,1089.75,3,0,305.13
1377,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,VaLerie DOminguqZ,cONsuaeR,UNitJD StaTeS,plEAsTNt GrOVE,MtaH,84062,WEBt,OFF-PA-10000806,offiCe SuPpLdES,papCr,xEIoX 1934,447.84,8,0,219.4416
1378,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,valERiW DomiNgueZ,conSuMeA,UnAtED StaTEs,PlEasant GRocE,UfAh,84062,wBSt,OFF-AR-10000896,OqFicE sUppLies,trT,NEWelL 3E9,16.4,5,0,4.264
1379,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,vJleRIE domingUEZ,cONSUMEx,UNITed TtaTeS,pleASaNtbGRoVE,UTaP,84062,woST,TEC-PH-10002310,tEChnnlOGY,qhONes,bANASoNiC Ky t77r1-b dIGITAl phone,399.96,5,0.2,34.9965
1380,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,MAleRIE domiNGUez,cOgsUmER,uNitedSstATEs,pLeAsANT vrove,UtOh,84062,WBsT,OFF-ST-10002289,gfFICE SuPPliEs,zTORage,"sAfcB wIrE cUoE shplvinG SYSTEM, foR Ure Aa 4 oR 5 14"" cubES, BleCK",158.9,5,0,7.945
1381,CA-2014-126361,04/08/2014,09/08/2014,Second Class,VD-21670,ValErIE DOMinGfez,coNsUmeF,uNiteD STaOeS,pLEASANl GRovE,CTAH,84062,WEot,OFF-BI-10002852,oFfICt supPLieS,BIwdErS,iBIcOjstandard TraNSPARfNt COveRs,13.184,1,0.2,4.7792
1382,US-2016-100566,03/09/2016,09/09/2016,Standard Class,JK-16120,JULie Briz,hOME oFFicZ,UniTed stateN,AuroRj,IllinolS,60505,CeNNral,FUR-FU-10003394,FuRnITRRE,gURnIshinGS,"teNex ""THe SoLzDs"" tExTured ChAIRxtaTs",83.952,3,0.6,-90.2484
1383,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,pauL BROST,hOme OFftcE,UpIted STAtES,smyrQa,gEoRgIC,30080,SKUth,OFF-ST-10002344,ofFIcE suppbIes,STOBage,"caRina 42""Hxo3 3/4""W mjDIA StoRagE unIt",80.98,1,0,1.6196
1384,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,paul PrusT,HPMe oFFice,uNITeDAStates,vmYRna,gEodgIA,30080,zoUTH,OFF-PA-10001289,oFfocE SupPlIes,PAPeA,wVTtE COMpuTeR ZRinTOUtGpaPER BY uNivERSAl,348.84,9,0,170.9316
1385,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,PADl prOSt,hOme CFFICe,unitEa StatEs,SMYrBA,GEowGiA,30080,SoLth,OFF-FA-10000053,offIceZSuPPLies,FAsTEkERS,ReVeRE BOxEdlRubbeR bAnVs byAreVeRe,9.45,5,0,0.189
1386,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,PAEL PrOST,hoMe Oofice,UniTeJ sTates,smERNa,gEORgij,30080,SoUaH,FUR-FU-10004091,fURnitARe,fUrNISHiNgU,"ElDoN 200 csass dEsk AccdSSORiES,xBlACk",18.84,3,0,7.1592
1387,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,pAul pRoQT,HOme OfFDCE,UNiteD stAtGs,sMyana,gEorZIa,30080,RouTh,FUR-BO-10004015,purNITUrE,BoOkCYsES,"BUsh aNdogA BoBKCaSL, rApLe/GrapHItE gRay fIniSH",239.98,2,0,52.7956
1388,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,pavL prOst,hoME Dffice,UNiAEd states,WmYrNA,gporgIa,30080,SOJTh,OFF-EN-10003001,OFfice SuPPLIex,EnvRLoPeS,ameJ coLOr-filE greEn DiamoNdJBordeR xPRaY mAIOERs,167.96,2,0,649.6181319823339
1389,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,PaNL prosT,HOMEKOFFIce,uYItED StaTes,SMyRNz,gEorgxa,30080,Mouth,TEC-PH-10000215,teOhnolOGY,sHONeS,plaNtRoNIcs cORdlESs PHoNe FEaDSEt With in-TInE VOLume FoMhY4c,104.85,3,0,28.3095
1390,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,pauljPRost,HOme OFfiCE,UNiTED STaTBs,sMURna,GEOrxiA,30080,rouTH,TEC-PH-10003645,TEhhNology,PHOneB,AaKTra 57I VoiP PMOne,484.83,3,0,126.0558
1391,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,AauL PROst,qOMe ofFIcE,UNiDED stateS,SGyrnA,GEoRgid,30080,smuTh,OFF-PA-10000357,OfFICe suipLIEs,pAPQR,"whITe DUAL Perf CoMPUteR ogiftoUt pApEr, 270W shEeTs, k ParT, HEzvYREiGhT, 20 lKs., 14 7/8 X N1",122.97,3,0,60.2553
1392,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,PAuL pMOST,Home offiCE,iNiTEd sTaTeS,SmYHNa,geORgzA,30080,SoUtU,OFF-ST-10004804,OffiLe supPLIes,sToragT,"BeLKSn 19"" VEeTED eqUqpmeNT ShELF, BlAOK",154.44,3,0,1.5444
1393,US-2016-108504,05/02/2016,05/02/2016,Same Day,PP-18955,pAUL PMoSt,HOMe OiFIcE,UNIttd sTATeS,sMYRni,GEorEIa,30080,SGUTh,OFF-PA-10003892,ofFiCe suPPzIEs,PAxer,xErOC 1943,342.37,7,0,160.9139
1394,CA-2017-124828,03/07/2017,04/07/2017,First Class,YS-21880,yanA lorENseN,COrPOraie,BNiTeD StATES,BUolINGTOn,nOrtH CaroLIsA,27217,SouTI,OFF-AR-10003514,oFfice sePPlIeS,AQt,40a9 hiGhliGHTerz By saNfoRD,9.552,3,0.2,1.5522
1395,US-2017-117247,09/10/2017,14/10/2017,Standard Class,CK-12760,camA kINney,CorporAte,uvited STAtEs,AGrora,ilLmnOiS,60505,cEnTraX,FUR-TA-10002958,fURNipURE,sAbleS,BEVIx OVaL COnFErENcE taBlei WAltUt,652.45,5,0.5,-430.617
1396,US-2017-117247,09/10/2017,14/10/2017,Standard Class,CK-12760,CYxa kinnEy,cOrPORATY,UnItEO STATEs,Alrora,IllinFis,60505,ceatrAl,FUR-TA-10001676,furNItuRh,TAbLlS,hon z1000 gxrIeS interaCtIVe trAIFiNg tablEs,66.645,3,0.5,-42.6528
1397,CA-2016-124485,24/11/2016,26/11/2016,First Class,NC-18340,NAT CARrOlf,cOnsYMeR,uniTyD sTatES,NEw FORk CITy,NmW YOrK,10035,eqst,OFF-BI-10000822,OFfiCe sUpvlIES,BIndXrs,"aCco prEsstEX Dpta BiNdeR wItH STORAGE Pooxs,UlIght BNue, G 1/2"" x 11""",17.216,30.45433435998205,0.2,6.0256
1398,CA-2016-124485,24/11/2016,26/11/2016,First Class,NC-18340,bat cARRoLL,COCSUMER,uNitED sLatEs,neW yObK CiTY,neW yOrd,10035,PasT,OFF-PA-10004971,OFFIcE srpplIeS,PppEr,xErox 19J,11.56,2,0,5.6644
1399,CA-2016-124485,24/11/2016,26/11/2016,First Class,NC-18340,NYt CArRoLl,COnSUmEv,uNIteD StAteh,NeW yFRk city,wEW YoRk,10035,EaQT,TEC-AC-10002323,teCHNOlOGM,ACjEsSOriES,sANDiskwULtRa iR gb micrOSdhC ClAQS 10 MEMOrY CARD,88.4,4,0,11.492
1400,CA-2016-124485,24/11/2016,26/11/2016,First Class,NC-18340,NaO CarROLL,cOnsUmAr,UniteDRStaTeS,neW oork CItY,New YORt,10035,ebsT,OFF-PA-10004888,OFFIcg SUppLIeS,PapdR,cErox 217,6.48,1,0,3.1104
1402,CA-2016-159212,01/11/2016,05/11/2016,Standard Class,KM-16375,kAtHeriWE MUrRAY,hOme yFFicE,UNItEd sTRtEs,sBLeM,ViRgINXA,24153,DoUTh,OFF-EN-10002230,OffiCe srPPLiES,ZNvEloPes,aIRMAIL enVElOpns,251.79,3,0,118.3413
1403,US-2016-161396,19/04/2016,25/04/2016,Standard Class,GM-14455,GarY MITcHUM,hOme oFiiCE,UNiTed staHes,cOLGMbUs,oHIg,43229,Esst,FUR-TA-10002622,fURnITOre,JaBLES,"BUsHuANQORa conFerence TaBae, GaPLR/GrAPhIte GRAY finish",205.176,2,0.4,-58.1332
1406,US-2014-118486,06/04/2014,08/04/2014,First Class,SD-20485,ShirLEY dAnihLs,QoME OFfICE,unitEa STAtEs,PHIlADELWhiA,pegNSYLVAnIA,19143,jaSt,FUR-TA-10001039,fUrNIpUre,TABLeh,kI adguRTAblE-HEIghT TAbLE,154.764,3,0.4,-36.1116
1407,US-2014-118486,06/04/2014,08/04/2014,First Class,SD-20485,sHiRLey DanvELS,hoMe ofFITe,URIted STatEs,PHiLaQeLPHiA,KEnNSylVaNia,19143,easD,TEC-AC-10004659,tECHNOloGY,aCCEsaoRies,IMatIOn SeCSRe+ hAyDWARe ENCRYptek gSB 2.0 FZASH DrIVe; 16Tb,116.784,2,0.2,21.897
1408,CA-2016-130407,02/09/2016,06/09/2016,Standard Class,KD-16270,kaWEn DAniEls,CInSuMeR,unITedDSTATEs,nEw York kITY,New yOrC,10024,EaBt,OFF-AR-10002240,OFficE SUppEIes,aRv,panasONIC kP-15C EldCtcIC penCIL sHArPeNer,75.48,2,0,133.16777953381882
1410,US-2016-122245,25/09/2016,30/09/2016,Standard Class,AB-10105,AdRiAn bArtop,coNsUMer,unItee STAtES,PhOenDx,ARUZona,85023,WehT,FUR-TA-10002356,FURnitUre,tAbpeS,BevIS BVAt-ShAPEd cONFerEnCe TABle,393.165,3,0.5,-204.4458
1411,CA-2017-105144,04/11/2017,11/11/2017,Standard Class,SZ-20035,sAM EelDiN,homE otFiCE,UNitEd sVATEs,grAND praimiE,tfXAS,75051,cENhrAl,OFF-LA-10003923,oFfiCe suPPliEz,NAbels,JLhhABETical labELs dOr ToP taB fIlinG,23.68,2,0.2,8.88
1412,CA-2016-136329,09/07/2016,13/07/2016,Standard Class,JD-15895,JONATHad doHErty,CorpoRaTg,uNiTED VtaTES,NEw YoRKocity,newQyoRK,10035,wAsT,FUR-CH-10002335,FuRNiEUrE,CHAVRS,koN GUUStStAcker cHAir,408.006,2,0.1,72.5344
1413,CA-2016-136329,09/07/2016,13/07/2016,Standard Class,JD-15895,JonATHAn DOHElty,cOQpOrate,UNItED sTAtts,New YOok CIty,NeW Yorf,10035,EAhT,FUR-FU-10000723,fuBnITURe,fKrniSHINgs,"deFLEJt-K eCONoMaT sTUdDED, NO bEvXc MaT For OOW piLt CarpetInG",165.28,4,0,14.8752
1414,CA-2014-146640,30/06/2014,05/07/2014,Standard Class,HA-14905,HeleN ABulMaN,cSnsUMeR,UNiTeD LTateS,new YOrO CITy,nee YoRk,10024,east,OFF-BI-10002867,OFFIcD suPplIES,EInDeRS,gBc rECYCLed rHgenZy coMpOSIAIoN coveRS,334.768,7,0.2,108.7996
1415,CA-2017-115994,28/01/2017,31/01/2017,Second Class,BT-11305,bEbH ThompsON,HOME OOficE,UniTed stATIS,CostA zesa,XAliFORnia,92627,weCT,TEC-AC-10000580,TEChlOLOgY,aCCesrORieS,ltGLtECH g13 pRoGraMMxble GAMEBOard RITH LcD dIsslaY,239.97,3,0,26.3967
1416,CA-2017-115994,28/01/2017,31/01/2017,Second Class,BT-11305,BeTY THOmPSon,homEYoFfICe,uniTEd STaTeF,coSTa mEsq,calIFdrniA,92627,weBT,FUR-FU-10003976,fuRniTUrn,FUrNOshINGS,"dAX EXQCUTBvE SOlid wood dOcumeNT FrAmE, deskiOp mC hAnG, mAHOGanY, n m 7",37.74,3,0,12.8316
1417,CA-2015-126697,21/09/2015,24/09/2015,First Class,SV-20815,ktuaRt VAN,cOrpOrbTE,uniTgd STATES,HXusTON,tExqS,77041,cAnTrAl,TEC-PH-10002922,tEChnOloUy,RHoNes,SHOrEtEL ShoRephOIe Ip 230uvEip pHoNe,946.344,7,0.2,118.293
1418,CA-2015-126697,21/09/2015,24/09/2015,First Class,SV-20815,StUARt oaN,cOrpoRate,unITed StAzES,hcUSton,TeXaT,77041,CERTrAl,TEC-AC-10004353,TeCHNNlOgy,AcceSsorISS,hyPeyCom p1300 PINPPd,151.2,3,0.2,32.13
1419,CA-2015-126697,21/09/2015,24/09/2015,First Class,SV-20815,sKuART Van,cerPOraTe,uNITed STAceS,hobsTON,teMaS,77041,centRRL,FUR-FU-10001706,fUrNitURR,fuRnIshiNgB,RongOr-LiFe SOft WhITE BUlbs,4.928,4,0.6,-1.4784
1420,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,RICk wilsWN,COrpHrate,unITeDhSTatES,MFSA,aRiZmnA,85204,WEAt,OFF-PA-10000501,UffiCE suPpliEs,paPSR,pETTy CASh envEloPX,86.272,4,0.2,31.2736
1421,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,CiCK wilSon,cOrporAtM,WnITED STATeS,MESW,aRiZonI,85204,cest,OFF-BI-10000778,OFfICe SUppLIDS,bindERB,GcC VElOZINdeR eLECtrIC BinDINgeMaCHiNe,72.588,2,0.7,-48.392
1422,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,RtcK wILson,UOrpORaTE,UNitEdqstATeS,UeSA,ARMzOnA,85204,wWST,OFF-AP-10004980,oFFiCe shPPLIeS,aPpLIAnCEc,3m RkPLaceMENt fIYTER for afFICe AiR CleANeR FOR M0' XQ33' ROOR,60.672,2,0.2,14.4096
1423,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,RiCw wILSoN,CornoRAtE,UNitEd StaFeS,mECa,ArIzuNa,85204,WETT,OFF-BI-10003984,ofFiCe SnPPlieS,BinfErS,lOcK-UP eATxl 'SPEL-BiNdER',77.031,9,0.7,-59.0571
1424,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,RIcK wILCon,cONpOrATE,uniTed sTEteS,MPSA,arbZoNa,85204,Wesm,OFF-ST-10000798,OtFIce SupPLIES,STOrYge,2300 GEaVy-duTy xrANSfeR xiLE sySTems By PermA,119.904,6,0.2,-1.4988
1425,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,RIck wilsuN,GOrpOrAtE,unXtEd staTeS,meSS,ArIzoNP,85204,WeTT,TEC-PH-10001750,tECHnoLoLy,phoNsS,SaMSunV RUgBY iII,263.96,5,0.2,23.0965
1426,CA-2015-124800,26/09/2015,30/09/2015,Standard Class,RW-19540,ricK wILSoN,eOrPoRAtE,UNItED soaTES,meza,aRhZoNa,85204,UEst,OFF-ST-10002743,oFfICe sUPpLIEn,sToGagE,SAfCo BOltleSs sTEEl SrelVisG,363.648,4,0.2,-86.3664
1427,US-2015-164448,31/10/2015,04/11/2015,Second Class,DK-12835,daMAlA KotSONiS,CorpnrAtE,uDItEd sTATES,sAVInAS,nALIfornia,93905,JEst,OFF-BI-10002949,offIce SUPPXIes,BindkRS,PrEstCGE rOunD RiNG BiCDERs,9.728,2,0.2,3.2832
1428,US-2015-164448,31/10/2015,04/11/2015,Second Class,DK-12835,daMaLa kRTsonIs,cOrPOraTE,uNiTPD STAtEs,SalINKS,CaliFoFNiA,93905,Wyst,OFF-EN-10002600,OffICe SUppLiLS,ENVEnoPes,"rWdI-YtrIP #10 ENvelOOES, 4 1/8 X 9 1/2",14.75,5,0,7.08
1429,US-2015-164448,31/10/2015,04/11/2015,Second Class,DK-12835,dAMALy kotSONiS,lORPOrATE,UNited aTaTeS,sIlInas,CAliFArnia,93905,wesQ,OFF-BI-10003708,oufIce SuppLies,bINDets,"AcCo UOulVPocKET PoLY rINg bINDer WiTH LAbEl HoLNEr, sMokeV 1""",29.8,5,0.2,67.19459492735368
1430,US-2015-164448,31/10/2015,04/11/2015,Second Class,DK-12835,DaMalA KotSoNIs,cOrpoDAte,uNIIeD StaTes,SalIDas,calIFOrniI,93905,WEKt,OFF-LA-10003510,ofFIce SnPPlIes,LaVElS,"aVeaY C027 FBLE FoldEe lPbels for doT MAtRIi pRIntERS, 5000QLABELS pER BOx, whITE",3084.3563845363824,14,0,196.6132
1431,CA-2017-122700,26/11/2017,30/11/2017,Standard Class,LT-17110,LiZ tHomNson,WOnSUMer,uEITEd StaTes,bOlumBuS,Ohro,43229,Last,TEC-PH-10003092,tecHNolngY,pHoDes,mOtOroLacL804,220.752,8,0.4,-40.4712
1432,CA-2014-120768,19/12/2014,21/12/2014,Second Class,IM-15070,IrEqe Maddox,CPNSUmer,UnMtEd sTAteS,FLJreNCe,AlABaiA,35630,soUTh,OFF-BI-10001191,oFfIcE SupPliEH,BiNdeVs,cAnvas sEctIONAl PosT bLNDeks,152.76,6,0,74.8524
1433,CA-2014-120768,19/12/2014,21/12/2014,Second Class,IM-15070,ireNE MaDdOx,oONSUmEr,UNJTED STaTEs,floREnhE,alABvmA,35630,SoxTh,OFF-SU-10004115,OFfICx SUPpLIEs,SuPELiEs,ACnE STainLeSs SUEEL OfficE knipS,7.27,1,0,1.9629
1434,CA-2014-120768,19/12/2014,21/12/2014,Second Class,IM-15070,iReNE maDDjx,ConsUmJR,uNitEt STAtEs,FloReycE,nLAbAmA,35630,sOuyH,FUR-CH-10000513,fUrtItuRe,cBAiRs,hiGH-bAcK lEATJEY MANIGEr's CHAiR,1819.86,14,0,163.7874
1436,CA-2017-106852,20/06/2017,27/06/2017,Standard Class,ST-20530,SHUiyTom,CQnSuMEr,UnItEd RTateS,ParMD,oHIQ,44134,esST,OFF-PA-10001639,Offici SuPPLieS,paPhR,XeroXR203,31.104,6,0.2,10.8864
1437,CA-2017-106852,20/06/2017,27/06/2017,Standard Class,ST-20530,shUa tOM,cJnSuMer,uNIteP STATEs,Pvrma,chIo,44134,zAsT,OFF-AR-10003829,KFfIcE SUPpLIES,aiT,GEwElL 35,5.248,2,0.2,0.5904
1438,CA-2015-139731,15/10/2015,15/10/2015,Same Day,JE-15745,JoeL EABon,COnsuMSR,UnCted States,AmarIeLo,TEqaS,79109,CeMtRaL,TEC-AC-10004975,TEchNoGOGy,ACCESsoRILS,ElanTROnIcS anDio 995 WireleSw SteReO hEADSET,263.88,3,0.2,42.8805
1439,CA-2015-139731,15/10/2015,15/10/2015,Same Day,JE-15745,JNEl EATOn,cONSjMEr,UnitEd SEateS,mmariLlo,tExAI,79109,CEntRAF,FUR-CH-10002024,fYRnITUrE,ChoIrS,hOn 5400 Seiies tASk chaIRs fORlBiGUanDWtAll,2453.43,5,0.3,-350.49
1440,CA-2017-122735,12/04/2017,15/04/2017,Second Class,BD-11320,BIll dOnaTbLli,conEUmEr,UnNTed STATeS,pROvvDENCe,rhode iClanD,2908,EAMT,OFF-BI-10004364,MffICe suPplIes,bINdEqS,StOrex durf pRO BiNDErA,29.7,5,0,13.365
1441,CA-2017-122735,12/04/2017,15/04/2017,Second Class,BD-11320,biLM dONatELli,ConsumEA,uTIteD StAtEs,PROVIDsNCE,RHNDE IslANd,2908,hAST,OFF-PA-10001712,oFfPce SUPplIEs,PApoR,XEroXH1948,39.96,4,0,17.982
1442,CA-2017-128160,19/12/2017,24/12/2017,Second Class,MM-17920,MichRel Moore,HoNSUmER,UnIteD stAbEs,SanaFRancISCO,yalIFoRNiA,94110,uEST,OFF-BI-10001510,OFFiCe suPPLIes,bpnDErs,deluXE HEaVy-DuWy VdnyL rOunDtrINg BINDeN,36.672,2,0.2,11.46
1443,CA-2017-117695,05/08/2017,08/08/2017,First Class,PW-19030,PaulIjE wEbber,CozpOrATe,UniteD STAJes,RiCHmOnD,KuNTUCKy,40475,sOUBh,OFF-PA-10002713,OFfIcersuppliEs,PAPpr,"ADAMs phoQE YeSSaGe bOoW, 200 mESSaGu caPaciZy, 8 1/16” x 11”",13.76,2,0,6.3296
1444,CA-2015-166135,01/10/2015,06/10/2015,Standard Class,SC-20440,SHAuN CHAncM,coRpOruTe,united stATWS,tuRorA,coLoRzdO,80013,WPST,OFF-ST-10002974,OTfiCe SUppLiES,sHorage,"TrAv-l-fIwe HeaOY-DUtY ShuTtLE Ii, bLAxK",139.424,4,0.2,17.428
1445,CA-2016-133725,23/05/2016,28/05/2016,Standard Class,KL-16645,ken LoNsMALe,cONsUMDr,uNITEDdsTaTES,chICAGl,ilLIDois,60623,CeStRal,TEC-PH-10004165,deCHNOloGy,PhonyS,mITEL MavmICe 5330E Ip PhONE,1979.928,9,0.2,148.4946
1446,CA-2017-102337,13/06/2017,16/06/2017,First Class,SD-20485,shirLEy DaNIEHs,hoMe OfkIce,UnITXD STAtEs,CKICago,ilLiniiS,60653,zenTRaL,OFF-ST-10004804,OfFIce SuPplXes,sTORAgJ,"BelkiN 19"" vOnTed EQuiPMEnX ShEOf, blAcd",164.736,4,0.2,-39.1248
1447,CA-2017-102337,13/06/2017,16/06/2017,First Class,SD-20485,shiRLeY DHNiels,HoMP OfFice,UniTED itATes,ChvCAgO,ioLInOIs,60653,centRSL,FUR-CH-10004289,fURnvTurE,CHAIWS,gHoBaLEsuPer Steno ChAIr,470.302,7,0.3,-737.4544181
1448,CA-2017-102337,13/06/2017,16/06/2017,First Class,SD-20485,zhIrLey DaNiels,hoRE oFFICe,unIted stLTes,qHICAgO,illiKOIs,60653,CeiTrAL,TEC-PH-10002564,TyChNoLoGY,PHONer,OTTerBOy DEFendER NerieS caSE - samsunG gnLdxY S4,47.984,2,0.2,5.998
1449,US-2014-112564,23/04/2014,24/04/2014,First Class,TS-21160,tHEkESa SwINt,cERpoRaTE,unitEn StateS,pHilADeLKHiA,pENNSyGVAnIA,19134,EayT,OFF-BI-10004876,offIcE SupPlieS,bxnDeRS,JIlSOn jones SUEde GRain VINyl bipvERS,2.502,3,0.7,-1.7514
1450,CA-2015-145821,01/05/2015,07/05/2015,Standard Class,JB-15400,jENNIfJR braxtOn,UORPorate,unItEA stateS,los AnAELes,cqlIforNIa,90008,WxST,TEC-PH-10004348,TeChNOlOeY,PHonjs,OTderbOx dEFEnder sEIIes CASe - iPhOnEG5Q,88.752,3,0.2,11.094
1451,US-2015-160150,19/07/2015,20/07/2015,First Class,TS-21085,ThaIS OiSsMAn,COnsUmEk,unITeDhSTatEs,PHceNIx,aRiLonA,85023,weZT,OFF-BI-10004352,OfFICW supPliEs,BiNdprS,WiLsoN jones dUbrlOMK d-RtNg BindErs,2.025,1,0.7,-1.35
1452,CA-2016-133711,26/11/2016,29/11/2016,First Class,MC-17425,Mark OOUSins,cIrporate,UNidED staTes,moBIlV,AlaEAma,36608,soRTh,OFF-PA-10001685,OFfiCE sUpPGIes,PAPeS,EAsysSTapLe PApeR,70.98,7,0,215.5191529422299
1453,CA-2016-133711,26/11/2016,29/11/2016,First Class,MC-17425,mArk cousINo,CoLpoRAte,UNItEdEStATeS,mEbIle,ALABAmF,36608,sOlTh,OFF-BI-10000666,ofFXCe SUpPLIeS,bindERn,sURDlocK PosB bIndErS,91.68,3,0,45.84
1454,CA-2016-133711,26/11/2016,29/11/2016,First Class,MC-17425,mAlK coUsiNS,corPJrATE,unItED sTfteS,MoBJLe,ApABAMa,36608,ROUTh,OFF-BI-10004352,OFFicE sUPplNES,bIVdErS,wIlSON JoNeS yUBLlocK D-Ring BUnDErS,33.75,5,0,16.875
1455,CA-2016-133711,26/11/2016,29/11/2016,First Class,MC-17425,majk CoUSINS,CcrPOrATe,UqiTED stateS,MhBilE,aLIBAmA,36608,SoaTH,TEC-MA-10000010,teSHnolOGy,MAChiMES,hEwlETt-PAckARdaDeSKqxt 3G50a All-In-zaE cOloR inKjEt PRiNter,24175.730534563605,8,0,1459.2
1456,CA-2017-148474,12/06/2017,19/06/2017,Standard Class,ME-17320,MaRiAmeTEZadI,hOme OFFqCE,UNItEd StatEF,COlfMbus,GEoRHIA,31907,tOuTh,OFF-BI-10000977,hfFiCE SuPPlIes,BqndERs,iBIcO PlcStuC SpIral BindiNG COmbJ,91.2,3,0,41.952
1457,CA-2017-148474,12/06/2017,19/06/2017,Standard Class,ME-17320,MARia eteZUDI,hOMe OffICY,UNIted sTaCEs,ColUmSuS,gedRGIA,31907,sMuth,FUR-TA-10002530,FuRNiLurE,TabneS,"iCebeWgzoFficeWoRKS 42"" rouNdfTaBlEs",452.94,3,0,67.941
1458,CA-2015-111297,17/08/2015,21/08/2015,Standard Class,SC-20440,shaun ChANCZ,cORpOraYE,unITeD STAtCS,nEw bSDforD,MAShaChUSetTS,2740,jASt,OFF-BI-10002412,oFFIce SUppliks,biNDdrs,WILIoN jhnES “SnAPz sChaTCH PAd bicDER tool FOr RInG binDehS,52.2,9,0,23.49
1459,CA-2016-123722,25/09/2016,01/10/2016,Standard Class,NH-18610,NicOLE hANSEU,caRPOrate,UYITEd stAtES,irVIPG,TexaQ,75061,CnNTRAl,OFF-LA-10001569,OfFicEfsUPPLieS,lvbeLs,aVNRY 499,15.936,4,0.2,5.1792
1460,CA-2014-155271,04/05/2014,04/05/2014,Same Day,AA-10480,AhdREW ALLEn,CVNsUmEr,UnIteD STAtEV,MIdDLEToon,ConNecTicun,6457,EJst,FUR-FU-10001473,fuRniTuFE,FZRnISHIngS,DAU WoOd YocuMent fRAMe,27.46,2,0,9.8856
1462,US-2016-128902,11/03/2016,15/03/2016,Standard Class,MB-18085,MICKFBroWn,ConsUmuR,unITeDwSTATES,VvneLanD,Nsw JErsEy,8360,EeST,FUR-TA-10001095,FURniTmrE,TAbLeS,aTromcraFt rWuND ConFerence TABLEs,244.006,2,0.3,-31.3722
1463,CA-2016-152289,26/08/2016,28/08/2016,First Class,LC-16930,LindA CAzakiaS,cOrPoRafe,unItDD sTAteS,PaiADeNa,TExAR,77506,CeNTrao,TEC-AC-10004571,TEcDNOloGy,aCCEsSOries,loqiTech g70WS rechargEivlE GAmiNG mOuse,159.984,2,0.2,43.9956
